gene	logFC
ACVR1B	-0.680894278
USP27X	-0.558250525
SFRP1	0.982828754
EBP	0.333487491
PROX2	-0.604385729
CCDC82	-0.456178953
FAM122B	-0.436338516
HIST1H2AM	0.534100952
SBF1	-0.395260291
DPRX	0.753834761
TICAM1	-0.402063465
KCNQ1	-0.538138227
FUT2	-0.429533059
EFHC1	-0.348903328
SNCB	0.665199299
RASL10A	0.571484156
LOC100131564	-0.929316718
TSPAN6	-0.967861473
LOC100240735	-0.834821847
IL10RA	-0.364038628
EXTL2	-0.702897268
TMEM14A	-0.48752633
LOC283856	-0.608496811
FMO3	-0.711069952
HIST1H2BH	0.481501785
RPGRIP1	-0.65919819
ZFP112	-0.830031576
MSH5	-0.345227116
BBS12	-0.449253104
NCOA7	-0.475827671
NEK9	-0.320961624
GBP2	-0.424906651
OSR2	0.928408842
DUT	-0.376514654
MGRN1	-0.395734469
GON4L	-0.353677286
NPAS2	0.941501983
GPR25	0.62191472
NGFRAP1	0.899001623
WNT2B	1.75524221
PRKRA	-0.373678809
LOC285181	-0.71187628
FEZ2	-0.375632113
TMX3	-0.467878559
CECR1	-0.492177368
ZNF436	-0.413916433
FERMT2	0.879480378
ZNF397	-0.5430955
ABCB10	-0.344598171
LNPEP	-0.533118828
OAS2	-0.489678652
HIST1H3E	0.361132534
SNURF	-0.404063347
LOC100131355	-0.821133064
FAM71E1	-0.793439177
DKFZP564C152	0.69317016
PI4K2B	-0.393815401
LIPN	0.820920281
KCTD18	-0.654129151
ZNHIT1	0.273597174
PRC1	0.562577325
TIFA	-0.54260041
LUC7L	-0.360650262
C15orf59	0.763085205
FAM18A	-0.671071299
C6orf72	-0.283609551
CFH	0.730290743
ATP10A	-0.593787033
C9orf5	-0.384924923
TMEM127	-0.305648339
TRAT1	-1.276439547
EID2B	-0.680333336
OR8G5	1.107956514
SNRPN	-0.451988359
EPHX2	-0.840665966
ZFAND1	-0.39414146
PEX11A	-0.529412073
ZNF542	-0.57314664
LOC100128843	0.607337903
TM2D1	-0.376383794
PAX6	1.042487667
OSBPL2	-0.378979959
MARK3	-0.301013479
CLN5	-0.394249819
C8A	-0.956624482
LOC286367	-0.669617954
ZNF107	-0.742909066
EED	-0.310580192
FGF2	-0.496405263
MRGPRX3	0.926101588
SFTA2	0.959010964
RPL13P5	-0.44156614
RXRA	-0.405259531
MYOZ1	0.828665082
RAI14	0.747957937
RNF144B	-0.450626085
NUP107	-0.394668127
LAT	-0.531928387
LOC100129408	-0.68442966
ZNF426	-0.405607557
SECTM1	-0.553261902
AREG	1.129834744
SS18	-0.450193331
ESPL1	0.467904816
KIAA0125	1.553901097
NFATC2IP	-0.436309613
LOC100128703	0.817011917
HEXIM1	-0.494727745
KIAA1407	-0.77146545
HEXIM2	-0.581673076
PTPRU	-0.821071739
PRR19	-0.628022022
SCGB3A2	0.772449089
RAB26	-0.568642191
CTNNBIP1	-0.297288525
AQP7P3	-0.894421481
LYPD5	-0.818566555
ZNF514	-0.684328901
LOC284263	0.954176274
CIITA	-0.373783264
ZCCHC11	-0.588485036
SRGAP1	0.854313249
RND3	-0.812112931
LOC100129195	-0.657379945
CD24	1.019809347
LOC283387	-0.748928871
SLFN11	-0.426815432
HIC1	0.79529507
ZNF527	-0.567699747
LRRCC1	-0.691883235
ZCCHC24	-0.680378403
LOC100131702	-0.543929478
LOC100132006	-0.607843784
SNX25	-0.774624308
YTHDF1	-0.280537395
LOC158572	-0.658166505
GPR183	0.706705247
SERPINB1	-0.324354155
TLR2	0.588486836
STAT1	-0.519925172
CD300E	0.577723757
ZNF529	-0.618666303
CSPG4	-0.996458128
ZNF577	-0.557097047
C11orf63	-0.509712598
SLC4A1	0.64003106
KRT17	1.053438469
SULT1C2	1.006439816
LOC284440	-0.582301002
ZNF414	-0.603038059
C2orf3	-0.479791459
EFCAB7	-0.581223436
GATA1	0.771797218
PTPDC1	-0.498308642
OR52E8	1.030970702
MRPL37	0.247698585
ZNF354C	-0.627257372
ANKS3	-0.392984797
PARP16	-0.460952126
ZNF563	-0.612752354
SLC22A23	0.644279317
NCK1	-0.353937539
IL15	-0.527492534
KLHDC1	-0.721221979
TAF1C	-0.456076848
LRP1	-0.511103491
TRIM56	-0.378255226
C2orf50	0.646540048
TTC14	-0.629010122
LOC400622	-0.496753734
CD300LB	0.643268522
METTL7B	0.915365767
KLRB1	-1.234130299
SCARNA9L	0.642546238
RAB28	-0.331001614
DCLK3	0.865263441
UBXN10	-0.815932803
HPS5	-0.37652049
UACA	-0.713276902
CAND1	0.782116876
SNORA59B	-0.778637151
MT1A	0.450717981
C17orf66	-0.589754789
LHPP	-0.337266733
SH3BP4	-0.872056923
TCTN1	-0.437708693
NIPAL4	1.032439088
KIFC3	0.596837413
CHRNA3	-0.868879648
HIST1H2BN	0.502871046
FKBP14	-0.528744769
COX19	-0.567260482
LOC401037	-0.822330597
ATP8B3	-0.929583032
BCL9L	-0.736983512
RDH14	-0.341470905
CAPN11	-0.998763939
HRASLS5	0.670846296
EXO1	0.602106132
TKTL1	0.703826638
ZRSR2	-0.336241861
ZNF25	-0.517223513
BBS2	-0.294879142
PCSK9	1.187953988
TOX4	-0.290321672
RALGAPA1	-0.409604585
RAD54L	0.558793723
CDKN2A	0.383875575
CCDC33	0.760548701
C17orf61	0.287516939
CDK10	-0.347201179
C9orf16	0.397148178
ATF1	-0.439957144
LOC100132368	1.177741372
DQX1	-0.746415961
BOLA2B	0.298151841
RILPL2	-0.275359832
C17orf88	-0.77242452
ZFP30	-0.65527279
MBLAC2	-0.642851411
GLIPR1L2	-0.73215658
SAMD13	-0.691845219
ITGAX	0.443934494
EPDR1	0.791483322
C1orf189	-0.665540961
GSDMB	-0.824322743
ELP2	-0.298622832
NUDT16L1	0.347367594
XKR6	-0.498442905
ZNF358	-0.639344895
TARBP1	-0.363446523
IFT80	-0.532142245
DRGX	0.884713953
ZUFSP	-0.401779347
SHMT2	0.255091048
IL28RA	-0.515980679
QSOX1	-0.404251123
FIG4	-0.434948335
CYB5R3	-0.366930158
SHOX2	0.925492532
PRPF4B	-0.699053105
PABPC1L2A	-0.332275402
DSP	-1.066999477
PHRF1	-0.316312792
PCBP4	-0.774436562
AKAP9	-0.472372945
PAIP2	-0.344829526
SLC37A4	0.311811578
ZNF319	-0.665529595
ZNF136	-0.469112499
LANCL1	-0.543749456
LARP1	-0.307292269
DRAM1	-0.346297559
HSD11B1L	-0.562532143
C1orf201	-0.62565143
SLC22A5	-0.475701622
SMC5	-0.724647696
CSAG1	0.587885684
ERI1	-0.396287257
LOC158402	-0.562299802
CLDN7	-0.529966036
SH2D4B	-0.864503732
NPLOC4	-0.240459873
SCARNA17	-0.569459981
UPF3B	-0.4572943
PROC	0.623573174
C19orf18	-0.596021097
FAM36A	0.445256838
RCBTB1	-0.448920094
TMEM194B	-0.652045459
SHROOM1	0.848855966
ATOH8	0.691982788
PDXDC1	-0.24691719
CALML3	0.503037289
RABL2A	-0.327738906
WIF1	0.93462822
TMEM63B	0.695691031
C6orf26	-0.677096657
ABAT	-0.409155569
FAM193A	-0.369552278
FAM89A	-0.525638573
ZBTB33	-0.461581345
MMP9	1.196130948
TSPAN4	-0.464375243
PTPN20A	-0.558715417
ZNF43	-0.581293912
RHOBTB1	0.475091053
SUMO3	-0.242743689
PDP2	-0.85396167
ATP8B1	-0.718978198
CRABP2	0.824426811
INHBA	-0.902677723
C3orf18	-0.364387455
TMEM63A	-0.453607678
FBXO9	-0.348663824
EIF4A2	-0.358382144
GALK1	0.385103041
SLC18A2	0.744845313
HIST1H2BL	0.445255879
SLFN12	-0.475115577
LOC100505719	-0.610232812
PNN	-0.595972318
HIST1H2AI	0.816688531
C6orf164	-0.565535617
PARP12	-0.305804754
LOC728254	0.823504769
TREM2	0.612832964
CRCP	-0.664180933
FOLR3	-1.02485916
NUDT9P1	-0.481079923
FMO5	-0.568541434
C19orf40	-0.625591507
UPP1	0.394129624
TMEM17	-0.737018614
NECAP2	-0.251316525
TNFSF12	-0.298937506
ZNF700	-0.623055969
ELN	0.893789647
TOR1B	-0.382857739
KIAA1804	0.627407235
CXCL1	0.948289191
MAP3K3	0.345709917
NLRP1	-0.419702596
KCNIP4	-0.696050998
ZBED5	-0.350360616
GGT1	0.524693951
HEATR7B1	0.486706078
MEF2D	0.451909973
METTL3	-0.292738032
LOC283392	-1.006340311
SEPT9	-0.363394841
CRY2	-0.332599638
C9orf171	-1.29888461
C20orf194	-0.402385568
SLC4A5	-0.638858293
ZNF564	-0.473362759
CXCL9	-1.30975074
CLGN	1.293606928
TFPI	1.162806673
KANK2	0.732853233
ASTN2	0.469504272
EDARADD	0.430796248
NDRG3	-0.500669613
SNX7	-0.554408752
RAB24	-0.324722836
DTNBP1	-0.280083181
LRCH4	0.368283497
STARD13	0.814859477
SF3B4	-0.809360602
TGS1	-0.414489531
OBSL1	0.812286434
SASH1	-0.571519613
PRR13	-0.324076261
LIPT1	-0.62147581
UGCG	-0.456561214
H6PD	-0.811477701
SH3BGRL	-0.377171809
ARHGAP1	-0.334637791
DPP9	-0.368063278
MYL9	0.957885666
C17orf57	0.711322813
BHLHA15	0.872128364
PFDN2	-0.251194408
F8A1	-0.350267632
PRPF38B	-0.437698806
PATL2	-0.625264348
CYP19A1	0.883137574
NF1	-0.578599867
DNAJA1	-0.317278312
CYB5B	-0.508897402
MINPP1	-0.661529734
TBC1D5	-0.545889331
DNASE1L2	-0.594792093
CPEB4	-0.424250861
SLC34A3	0.586788744
CASK	-0.557217256
LOC100133130	-0.582355747
DHCR24	0.48653669
BCAR1	-0.599308869
TGIF2LY	0.688063786
SLC25A35	-0.679757183
STAG3	-0.28377756
DZIP3	-0.603251948
HUS1	-0.644108515
RNASEH2C	-0.404813016
TMEM145	0.480303846
SAA2	-0.897294906
THAP6	-0.473635588
LANCL3	0.602857725
PEX3	-0.456697945
NANP	-0.695888631
CDC25A	0.511121659
COG1	-0.345841297
RASL11A	-0.687358327
LOC388210	0.720541335
ZNF461	-0.559732649
FAM89B	0.301897653
ALAS1	-0.455865076
LYRM7	-0.660268149
C6orf118	-0.895991117
GGA3	-0.376289383
HBD	1.888059347
DHRS7B	0.295018483
SEC14L2	1.119202442
RUNX1	-0.414823156
ASB9	-0.650071856
HCG26	-0.815387631
TSTA3	0.362996455
GIT2	-0.31290502
PML	-0.374055651
HDDC3	0.26833962
LOC100128477	-0.591992467
DNAH10	0.800324693
ARSF	0.612103627
SERPINA1	-0.472354449
PSG3	-0.483835674
CCNA2	0.532340573
ALCAM	0.510771658
FOXO1	-0.349666075
UHRF1	0.599315479
STX16	-0.400185337
MIA	-0.861808237
TUBD1	-0.539508632
KIRREL2	0.620755849
HSF5	-0.701131294
SERPINC1	-0.545039837
ZNF652	-0.539519028
C3orf64	-0.657892044
TTF1	-0.338704864
CALCOCO2	-0.489353965
LOC441461	-0.63434131
SIRPB2	-0.43250397
UBLCP1	-0.370954824
PTK2B	-0.406735651
MME	-0.759168832
OR2C1	0.694641236
BBX	-0.373027256
KLHDC8B	-0.663757687
SMARCAL1	-0.251239187
AK3	-0.362393256
ZNF582	-0.622701442
COG5	-0.346863334
MINK1	-0.65964296
PLEKHA5	-0.771308742
TRADD	-0.236861917
SAMD9L	-0.453887611
SDC1	0.651907156
ANKRD13D	-0.37075347
GALNT14	0.768153848
SCAPER	-0.727422235
FBRS	-0.348092416
KIAA1598	-0.380174174
RECK	-0.608620538
NIT2	-0.266584099
MAGI2	-0.865861349
TMEM173	-0.377593427
C5orf58	0.801917681
ARL13B	-0.633640394
PM20D1	-0.973851848
LOC100130580	-0.475642991
TBC1D9	-0.401668916
NRG1	1.022555472
CLCA2	-0.511568372
APOBEC3B	0.627750528
C4BPA	0.797833815
GPKOW	-0.246725188
SELPLG	-0.396311134
TXNIP	-0.476778947
CCDC50	-0.307680983
PRR7	0.434415202
FAM109A	0.466211366
PRRG1	-0.730990196
PIP4K2B	-0.266039057
R3HDM2	-0.381629049
LOC541472	0.477247064
SPAG16	-0.689900377
C3orf14	-0.403844655
HOXC4	-0.885471183
ZNF823	-0.407233471
CLDN18	1.107712636
ZNF441	-0.596465344
LRRN4	0.428571471
ZNF496	0.588107028
LOC100131176	-0.663179644
OR1L4	0.379889989
HEATR5A	-0.41234807
NCSTN	-0.331054245
GIPC1	-0.268747025
DRP2	0.630591566
BAZ2B	-0.583736484
UBE2T	0.546943929
LOC286149	-0.296597784
QSOX2	-0.534158535
CYB561	-0.417716574
NFAM1	-0.467202205
ZNF512B	-0.560965295
POLG2	-0.399616825
ZBTB42	-0.397784462
TTC21A	-0.456193968
MGP	1.010258929
FAM120C	-0.37498063
KCNA6	0.805163063
GRASP	0.655714376
RNF113A	-0.236699839
CYP51A1	0.418689496
TIPARP	-0.367798048
EFR3A	-0.345543157
PPT1	-0.372897315
LOC100130238	0.721965435
SULF2	0.762465923
ZNF592	-0.571209539
FTSJD2	-0.475204039
ZNF721	-0.563718261
IDI1	0.4017612
PTTG1	0.415199006
SV2C	0.688996775
KPNA4	-0.342416422
RAB11B	-0.544802641
BIVM	-0.743856157
ZNF673	-0.38828516
ATG16L2	-0.434762696
LPIN3	-0.538371195
DCP1B	-0.357784002
IL8	1.332679634
SENP6	-0.598806834
LILRA1	0.450181377
GATAD2B	-0.677081298
RPL22	-0.298941805
TCF15	0.813909404
MCCC1	-0.351033895
LRRFIP1	-0.480329541
CDRT3	0.580867697
FER1L5	-0.561069578
DHDH	0.495972646
RABGEF1	-0.309071338
FMNL2	-0.41025619
NXF3	-0.579170869
OSBPL10	-0.723702275
LY9	0.512610218
KRTAP20-4	0.593995351
TMEM37	0.90902261
EXD3	-0.748674656
STK10	-0.331779494
THBD	-0.501550094
RTP4	-0.342308969
SERPINB4	-1.212611244
KIAA0556	-0.702180775
SOCS3	0.653767444
SERPING1	-0.838934486
CCDC90B	-0.300830509
PP14571	-0.393035157
LOC100130587	0.760092113
ZNF468	-0.365643738
SRGAP2	-0.271378546
ISLR2	0.530682944
C5	-0.609701578
CCDC6	-0.311150475
AKAP5	-0.860762659
SPACA3	0.792939218
DUSP12	-0.282497139
SLC27A1	-0.356805103
C5orf43	0.411741834
LOC100133315	-0.620168397
DLGAP5	0.607390832
ABI2	-0.635648439
IFI27	-0.85114293
GPRC5A	0.829486725
NKAP	-0.309321527
POLRMT	-0.326867427
SETDB1	-0.261987302
HCRTR1	0.574518446
FLYWCH1	-0.555662323
EMX1	0.54283584
LRRFIP2	-0.277600634
RBMXL1	-0.51321635
ARL6	-0.582514606
LAPTM4A	-0.302889388
RAD51	0.516277748
TBC1D24	-0.686900503
ZYG11B	-0.438635753
GOLGA8F	-0.698530413
HPS4	-0.515817472
CREBZF	-0.77781658
CEACAM6	1.325245748
MT1E	0.54368049
GLIPR2	-0.419220381
EVPL	0.565659033
USP40	-0.496328677
LAMB3	0.783153561
DACT3	0.668711705
RIMS4	0.960740002
L3MBTL3	-0.729973913
DNAJC24	-0.444117756
CDC25C	0.644125651
STIM1	-0.401254909
IGSF6	0.531541611
IRX6	0.635490905
FGF16	0.417667005
UVRAG	-0.512331278
LOC150381	-0.648775864
ZNF167	-0.632457507
ASAP3	-0.557702493
ZNF160	-0.64016208
ADD1	-0.573368387
E2F1	0.495956326
ETV2	0.683489633
REPS2	0.45178719
DNAH1	-0.621657349
TRHDE	-0.779225868
KRTAP10-10	0.481564744
TP53I3	0.319010035
PRSS3	0.671323202
ICAM3	0.4837402
FABP4	-0.733551192
MTCP1	-0.44447311
EYA2	0.731018902
C19orf51	-0.816103508
RTN1	-0.562523602
BRD7	-0.286510518
ALPK3	-0.688155247
DOCK1	-0.643076044
C6orf70	-0.279851649
RBMXL2	0.224931686
HEXA	-0.343168007
PAN3	-0.490165465
LRRC1	-0.589089448
PCSK1	-0.305029267
LETMD1	-0.339598444
PKLR	0.604905438
LOC100652967	-0.729895893
NPSA	-0.484947503
NPHS1	0.551409712
BRMS1L	-0.635293416
QPCTL	-0.754338158
MUSTN1	-0.497233026
PARD6B	-0.64815959
POPDC2	-0.398867583
ZNF568	-0.544866332
MTCH1	-0.284193766
PCDH12	0.624584685
ING2	-0.305337901
LOC375190	-0.387714196
TADA2B	-0.521646511
ANKRD28	-0.410014912
EIF3E	-0.37126108
NUMBL	-0.7367864
C6orf223	-0.328520296
LOC100131043	0.814488084
LOC100134040	-0.687546527
SREBF1	-0.394632405
FGF3	1.131974341
LOC100133039	-0.599352373
AKAP13	-0.337653015
DEF8	0.312171835
CHD7	-0.540239599
LRRC10B	-0.876665265
KCNJ2	0.641386334
TRIM47	0.587176541
GOLGA6A	-0.59898921
CLEC1A	-0.651512327
C9orf140	0.641263632
LOC440864	0.664430827
HDAC10	-0.581634193
TRIP10	-0.509563038
ITFG3	-0.274817222
C9orf103	-0.300338637
ANKRD33B	1.242244155
HIST1H3J	0.456012531
WBP4	-0.403332839
MX2	-0.375386647
FAM129A	-0.307979184
SKIV2L2	-0.289713763
DENND2D	-0.272894605
ACSL5	-0.313333651
PRKXP1	-0.430070282
AMN1	-0.601031605
PDZK1IP1	1.284743276
RPS6KB1	-0.554178167
SLC6A13	1.206781951
IL1F10	0.701644006
GP9	0.729138906
SHD	0.458328528
ZMYND12	-0.647953113
POLR3GL	-0.240083531
IRF2	-0.637940693
EP400NL	-0.72721634
RHBDF1	0.659709448
METTL5	-0.256355444
PPP1CB	-0.396030586
PRPF38A	-0.403955219
C22orf40	-0.256774412
TAPBP	-0.360700228
H1FNT	0.495388167
CEP97	-0.650296097
TOR3A	-0.341790757
IDH2	0.441972591
TGOLN2	-0.333964056
SHISA7	0.659017066
CEP290	-0.704729388
ERBB2IP	-0.52508126
C11orf54	-0.371018147
SHANK3	0.805500937
SCN3A	1.015286941
ZNF329	-0.584654243
ZMYM1	-0.531140294
FBXO10	-0.468519201
NDRG2	0.472243364
LAMA3	0.8824423
PCP2	-0.433961843
LOC400464	-0.615558806
LOC100130285	0.408864896
HAUS6	-0.593184951
HIST1H3G	0.44536513
NAP1L1	-0.357652551
PAM	-0.302452938
C3orf22	0.532930081
FAM107B	-0.32134044
MIER3	-0.387272362
PPP2R3A	-0.62509513
ZBTB24	-0.391282872
SSC5D	0.631326835
SYMPK	-0.318261558
MAP7	0.592319448
MACC1	-0.640734356
LOC100652851	0.667060016
BRCA2	-0.632918185
ZRANB1	-0.595145565
CASD1	-0.612348405
GOLGA1	-0.458796244
FLJ38109	-0.773660005
TMEM41A	-0.499765741
IER5	-0.302803801
ARMCX4	-0.695980257
RTL1	0.282703236
CALCOCO1	-0.470850048
ANKRD9	0.350264748
AGL	-0.467055545
SPARC	-0.737296114
HIST3H2BB	0.731916348
HCG4	-0.635893316
KBTBD7	-0.383065482
IFFO2	-0.601220555
C20orf195	-0.755969227
AVEN	0.260215473
FLJ30679	-0.40723817
CDC42SE2	-0.386678916
CLDN1	0.852365946
AMD1	-0.333710219
VPS18	0.595577966
NELL2	-0.865013664
SCRIB	-0.278908653
MKL1	-0.426715605
SLC7A5P1	0.347444185
TMEM144	-0.48298324
CDT1	0.556834098
ALPL	1.323753988
LOC286272	-0.686700682
F2RL1	0.92769338
PDE6G	-0.470330416
IFNG	-1.265885541
COL1A1	1.29312151
CMC1	-0.290861838
MYL12A	-0.343977066
H2AFX	0.468569128
PPAPDC1B	0.342130323
HOXB4	-0.589631885
ZCCHC14	-0.417838834
KIAA0430	-0.28664588
ZMYM6NB	-0.366928543
CRB1	-0.73437928
C2CD2L	-0.291759125
WDR36	-0.610351255
BMP6	0.780634673
KRT8	0.428470847
LGR4	-0.820193166
LOC652119	0.591551671
CHDH	-0.612828445
C6orf27	0.485033278
STIM2	-0.492882332
MIAT	-1.163918905
ILDR2	0.553393145
NPY2R	0.661696187
HAS2	-0.287847666
ITK	-0.979971566
CHUK	-0.301725945
EFNA5	1.095611209
LRRC34	-0.599355901
HECA	-0.337000627
POU4F3	0.593656296
ATR	-0.375732626
LOC646508	-0.313830965
FKBPL	-0.607229524
EIF3H	-0.308079418
HIST1H4A	0.672482993
GORASP2	-0.25645239
FAM27A	0.575433076
RASD1	0.816621502
DAGLA	-0.711576267
C15orf48	0.709034527
FADS2	0.430228897
DTX3L	-0.4168638
BLMH	0.367364745
CHST8	0.613877916
ZNF506	-0.596768299
STYX	-0.363828465
LOC148189	-0.492447494
OR2H2	0.636315677
SPTLC2	-0.575671194
UCN	-0.481236153
KIAA0146	-0.343779134
GGPS1	-0.682658541
SERPINE1	0.708245503
PRPF39	-0.564079356
ASAH2	0.610687827
STK31	-0.789534276
FAM71F1	1.295198894
SRRT	-0.285454778
LOC442421	-0.505656215
ERCC1	0.249501367
CBX5	0.494516401
ZFP90	-0.352106251
CHURC1	-0.592828673
IKZF4	-0.482640572
CLEC3B	0.36605103
HNRNPH3	-0.353302306
NMNAT3	-0.632052752
CRTC3	-0.456244727
OR56B4	0.479961373
FZD9	1.044225645
LRIT1	0.99258878
EGR3	0.874037299
PDGFD	-1.035231444
LOC202781	-0.602346077
FRMPD1	-0.819599023
RIMBP3	-0.343997395
LOC401431	-0.689749906
C18orf25	-0.366736648
KIF23	0.477179248
RG9MTD3	-0.496721225
LOC100127991	-0.366336803
PCDHA5	0.894539183
PLOD2	0.811871116
PTRH2	-0.251667998
CNTF	-0.53718233
OXSR1	-0.31983905
CENPP	0.553082408
MVP	-0.305892774
PYGL	-0.277116661
POU2AF1	-0.921865814
ZSCAN20	-0.448293676
CAMK1	0.694244609
KSR2	-0.643728534
CD2	-0.862252646
ZNF831	-1.062968775
PPTC7	-0.286700063
PPM1B	-0.348357151
PPP1R12C	-0.300202402
CREBL2	-0.334319295
TMEM2	0.423944089
PART1	0.616992486
CAPN12	-0.49990338
LILRB5	0.864629886
ZNF668	-0.264008561
CHST15	1.132136851
KY	0.317973858
CHD5	0.939668009
ZCCHC8	-0.260522861
MTAP	-0.473007383
FGG	0.694662661
RAG1	-0.589084354
KCNE3	-0.350156456
LRIT2	-0.308794295
CPE	-0.754052764
EIF4E2	0.233049535
RBM5	-0.279136999
NPR1	0.732351676
TRIM41	-0.282992524
GADD45GIP1	0.269898063
CAB39L	-0.494733807
CRY1	-0.640570939
ZNF146	-0.38100849
TRIB3	0.490151844
SCAF1	-0.516898766
TMEM114	0.884430727
LOC648740	0.523963299
VOPP1	-0.289168275
ARPC4-TTLL3	-0.345350028
TCEA2	-0.64935826
TMEM233	0.617854538
ZDHHC3	-0.291903556
USP42	-0.345769209
TKT	-0.416585713
WNT4	-0.22733299
MX1	-0.448786619
IL4R	-0.292919599
MMP25	0.849033029
PHF12	-0.48942722
ZNF492	-0.520110683
G0S2	1.081377423
HBB	1.663257053
DOCK5	0.61643114
PVALB	0.819790634
SPEN	1.009277453
ARGFXP2	-0.650503783
TRPV6	0.604292666
RAPH1	0.505004299
ZNF277	-0.422424947
LOC100130276	-0.691030385
HLA-J	-0.368387762
SAC3D1	0.260671814
CLIP4	-0.36559222
HIST1H1A	0.786091798
RARA	-0.322989436
USP24	-0.407835047
NSUN7	-0.605948188
FMR1	-0.403518247
GABPA	-0.415620763
KLHL2	-0.380235724
PLK1	0.591948669
TMSB15B	-0.654312018
TNFRSF10B	-0.289384542
KLHL24	-0.443388324
RGS19	-0.287162817
UNC93B1	-0.286892239
GSTM5	0.539511276
PRAM1	-0.429705569
C22orf43	0.486472237
FZD2	0.471269025
TSPAN10	0.650874907
LOC729696	-0.570977728
SOS2	-0.450785318
KIAA0907	-0.324811626
FOXM1	0.591142068
ENTHD1	0.793585482
KIAA1191	-0.241204417
HBQ1	1.003801548
IQGAP3	0.637309044
KCNK16	0.421139838
ADI1	0.278770984
TXN2	0.30101943
RAB11A	-0.400766423
SLC24A6	0.308215215
RNASE13	0.9027482
LOC400968	0.566223589
RNF149	-0.320481818
ZZEF1	-0.282796607
LOC400768	-0.794284562
VMO1	-0.621774988
INTS2	-0.661577389
SNAPC3	-0.420983476
OPHN1	-0.554261756
KLF11	-0.289810915
GPR116	0.87372924
CHP	-0.298275444
MRO	0.961915406
SLC35B1	0.302982177
PNPLA6	-0.500776645
SLC8A2	-0.752090351
ZBBX	-0.531613303
GBP5	-0.661651468
PIGR	-1.303627031
C16orf45	0.867417724
CAMLG	-0.661824344
OR2AE1	0.646212381
SAMD4A	-0.357717544
GRIK4	0.865334194
RAMP1	0.584132245
KCNRG	-0.762100777
OTUD7B	-0.53222215
LOC439911	-0.57478861
ZNF837	-0.375134034
KBTBD6	-0.464983999
PLXNC1	0.834440565
CNR1	0.243824149
REP15	1.183547036
TMEM184C	-0.509827721
LOC344887	-0.713071428
LRRC10	0.843314049
ARMC3	-0.980659391
MFSD6L	0.792791045
1-Mar	-0.35179778
RC3H2	-0.386503366
LOC100131532	0.41101632
FAM102A	-0.649411785
C1orf9	-0.391400574
PPP1R15B	-0.315855563
TTC13	-0.454707752
LMO7	0.787048867
CAMK2N1	-0.620895194
PNPLA7	-0.372591015
TGM1	-0.609156694
SFTPA1	0.894751941
TNK2	-0.369191625
CEP192	-0.426305631
CXorf38	-0.247351464
MLL	-0.40740802
HSF2	-0.410266051
RNF38	-0.25043275
CYB5D1	-0.460803949
UBR1	-0.392611245
NOTCH2	-0.302931657
FLJ45139	0.430042734
LOC730183	-0.551859334
LOC257396	-0.643573572
RNU1-5	0.795711211
NLRX1	-0.306511982
DIAPH1	-0.292633084
ARL1	-0.257606626
TOP1MT	-0.300641193
BUB1	0.541331334
CSF1	0.533690478
TAF6	-0.32026062
KIAA1530	-0.442292195
SYNJ2	0.885694623
PHGDH	0.606302902
SLC25A46	-0.330227611
MPEG1	-0.43117422
RRAGB	-0.566283789
LOC284395	0.558859019
APPL2	-0.582723909
WAPAL	-0.333167277
NOL7	-0.234920211
C20orf27	-0.399224036
LOC100288911	-0.854042993
IPO9	-0.494431023
IGF2R	-0.379444398
GALC	-0.325267227
TTC28	0.599690764
TMF1	-0.641534286
C17orf87	-0.269004077
RFWD2	-0.239653887
ZNF434	-0.356086341
EDF1	0.219467905
RRAS2	-0.656635607
HIST1H1B	0.729347575
ID3	0.307624247
TSSK3	0.758595639
TECPR1	-0.294123318
MDN1	-0.667808057
EME2	-0.586169543
WDR87	0.529039186
ABCA7	-0.402471228
C9orf106	0.530641213
SLC26A1	0.733781195
IKZF3	-0.977633531
WDR18	0.270035622
RMI1	-0.298260968
HOXB5	-0.745261587
CSRP2BP	-0.272204688
GSTM2	-0.755534946
LPCAT4	-0.517978966
KIAA0947	-0.471900477
RPRD1A	-0.463641722
NPHP4	-0.673241463
CATSPERG	0.501103346
LOC100130522	0.455560823
KLK2	0.680842841
C9orf24	-0.870028298
C3orf71	-0.652157743
OLFML3	0.623317509
DPEP2	-0.323984186
ZNF366	-0.626507434
GLYCTK	-0.582032679
DPM3	0.254114424
TNFRSF14	-0.269490961
NIPA1	-0.445720965
GDF15	0.735745215
RABGAP1L	-0.314726763
CSTL1	0.550752233
GRAMD1B	-0.438304527
GPSM2	0.575747557
DKFZP434I0714	-0.401676798
FAM184A	-0.615255353
C1QTNF6	-0.66773737
SDC2	0.487077855
ZNF326	-0.394340847
OFD1	-0.385554823
INTU	-0.592186239
FAM66D	-0.526564726
COL18A1	0.79821681
ZCCHC13	0.690628697
SCG5	0.808925715
FBXO36	-0.644582014
VCL	0.42796897
UPF1	-0.346861393
FANCL	-0.380627009
KIAA1430	-0.363525549
SP140L	-0.444031934
RORC	-0.889949257
C17orf74	0.94900926
FAM179B	-0.445311165
FAM113B	-0.354681727
EPAS1	-0.393637269
ZNF597	-0.49380006
MAGEB6	0.8621696
WDR49	-0.627173434
PAPD5	-0.526871221
PDXK	0.274300684
SLC9A6	-0.260691308
LY6G5B	-0.597240568
ASB13	-0.380369984
IL11RA	-0.385208285
PIK3R6	0.705488079
TP73	0.783042267
